exp_log2_cond1	exp_log2_cond2	exp_log2_cond3	exp_log2_cond4	exp_log2_cond5	exp_log2_cond6	cv2_log2_cond1	cv2_log2_cond2	cv2_log2_cond3	cv2_log2_cond4	cv2_log2_cond5	cv2_log2_cond6	LibID
-2.024050	-1.873051	-1.409310	-1.006625	-0.119209	0.033148	-4.019688	-3.861421	-4.277201	-3.646333	-4.927098	-4.640972	2698.000000
0.686359	0.705912	0.845424	1.206291	1.592625	1.736306	-5.109394	-4.922328	-5.342327	-5.176280	-5.780075	-5.569761	2699.000000
-1.976050	-1.776962	-1.250294	-0.766560	0.079938	0.119014	-3.693686	-3.388643	-3.973576		-5.181490	-4.367538	2700.000000
0.665954	0.710601	0.853107	1.116494	1.618122	1.772590	-5.571750	-5.167618	-5.544025	-4.703621	-5.386776	-4.840867	2701.000000
-2.523610	-2.478223	-2.118807	-2.537543	-2.099149	-1.909771	-4.112982	-3.489361	-1.983887		-2.380019		2702.000000
0.189831	0.193993	0.346684	0.449303	0.656385	0.708929	-4.702149		-5.001252	-5.134936	-5.148652	-4.477089	2703.000000
-2.124779	-1.986588	-1.809022	-1.641468	-1.670045	-1.329122	-5.232343						2704.000000
0.411630	0.507834	0.566027	0.661084	0.842779	0.855963	-5.336819	-4.931877	-5.205928	-5.557854	-4.452682	-4.839323	2705.000000
-1.930800	-2.050221	-1.490217	-1.698888	-1.203789	-1.114186							2706.000000
0.361201	0.425619	0.514776	0.706810	0.856100	0.909899	-5.344165	-6.213120	-5.273321	-4.939859	-5.375599	-4.764651	2707.000000
-1.949279	-1.735802	-1.500944	-1.580324	-1.327689	-1.207791	-3.509739	-3.712430	-4.230570	-4.228070	-3.896838	-3.973576	2708.000000
0.690327	0.679076	0.815844	0.895112	1.104282	1.147235	-5.597736	-5.555875	-5.311252	-5.191938	-5.514612	-4.572608	2709.000000
-2.088399	-1.866330	-1.589266	-1.686666	-1.399468	-1.093491	-3.622945	-3.656562	-3.547970	-4.327182	-4.341437	-3.958747	2710.000000
0.798455	0.788791	0.951474	1.032628	1.234344	1.225242	-4.819323	-4.991471	-5.178015	-5.390511	-4.970392	-4.915979	2711.000000
-1.593364	-1.478223	-1.090610	-1.262049	-0.947639	-0.877823	-3.892387	-5.193683	-5.333153		-4.372786	-4.408466	2712.000000
0.887777	0.881421	0.980313	1.090100	1.274143	1.331408	-5.500988	-4.785789	-5.522426	-5.464329	-5.358915	-4.412458	2713.000000
0.366110	0.056416	1.328430	1.779989	2.158710	2.231534	-3.775801		-5.808016	-5.470087	-5.718704		2714.000000
1.146410	1.283968	2.025802	2.400569	2.796542	2.890019	-4.399173	-4.391232	-4.427142	-6.158956	-5.230574	-4.643856	2715.000000
0.765443	0.832777	1.694012	2.242165	2.642226	2.849632		-4.215607					2716.000000
1.382978	1.453305	2.378909	2.713074	3.234024	3.298748	-4.462149	-4.388590	-4.295043	-5.773666	-6.112982	-4.766156	2717.000000
1.170004	1.081797	1.959404	2.520168	2.772700	2.916086							2718.000000
2.095688	2.033597	2.565440	3.043788	3.581889	3.609959	-3.521448	-3.645312	-7.284108	-7.782215	-5.638177	-4.509956	2719.000000
1.252773	1.201909	1.893488	2.347027	2.910200	2.837114							2720.000000
1.600398	1.935146	2.591053		3.399283	3.493580	-4.126215	-4.470289	-4.680151		-5.218224	-5.718704	2721.000000
1.309519	1.442379	2.051236	2.493670	2.871212	3.016745			-4.482541				2722.000000
1.654915	2.016900	2.589884	3.155366	3.588663	3.616899	-3.804778		-5.737611	-5.259002	-4.589548	-5.405500	2723.000000
1.145304	1.256425	1.987678	2.349760	3.060515	3.146740	-4.122600	-3.580719	-5.381182	-4.272123	-5.477781		2724.000000
2.073596	2.134421	2.582120	3.018998	3.579728	3.599407	-4.445939	-3.612835	-4.757139	-5.979300	-5.190194	-5.392380	2725.000000
		1.951892										2726.000000
1.666551	1.752434	2.578222	3.057920	3.341368	3.437962	-5.473931	-5.722895	-4.254421	-4.823926	-5.549944	-5.967863	2727.000000
1.172984	1.365213	2.138379	2.525461	3.134690	3.122147		-3.740775		-6.389910			2728.000000
2.442124		2.548094	3.017534	3.556189	3.728862	-6.077198		-5.780075	-7.544025	-5.377459	-4.372786	2729.000000
-1.251374	-1.033028	0.041792		1.627439	1.823564	-3.224393	-3.379320	-3.601755		-4.104593	-4.655421	2730.000000
0.885771	0.878173	1.799685	2.352152	2.934384	3.005291	-3.855926	-3.758765	-4.764651	-5.995387	-5.242977	-5.569761	2731.000000
-1.257590	-1.285097	0.043050	0.676326	1.591538	1.917679	-2.268321	-2.834695			-4.462149	-4.084319	2732.000000
0.918467	1.009078	1.938019	2.428114	2.968604	3.081155	-3.946258	-3.517540	-4.661221	-4.421794	-4.799460	-4.868806	2733.000000
-1.071875	-1.053557	0.096412	1.108865	1.686138	1.761273	-3.501959	-3.374670	-3.007791	-2.984157	-5.483565	-4.748150	2734.000000
1.078875	1.073738	1.831552	2.334850	2.828550	3.065138	-4.758640	-4.148001	-4.737698	-5.320357	-4.715429	-5.452849	2735.000000
-0.838406	-0.654674	0.587462	1.524670	2.149178	2.270294	-3.531243	-3.003703	-3.718704	-3.479708	-5.545997	-4.710995	2736.000000
1.289538	1.260236	2.058948	2.518550	3.065898	3.271666	-4.197011	-3.842780	-4.993099	-5.585714	-4.854803	-5.897952	2737.000000
-0.725363	-0.618579	0.752927	1.539849	2.155950	2.257208	-4.311711	-4.684537	-3.947391	-4.766156	-5.502930		2738.000000
1.197150	1.253632	2.072731	2.640687	3.149877	3.239476	-4.310425	-3.831871	-4.559969	-3.477781	-5.291321	-5.697841	2739.000000
-0.585997	-0.303703	0.836387	1.557909	2.286867	2.424060	-3.836230	-3.413965	-3.397059	-5.880182	-4.564176	-5.357067	2740.000000
1.121263	1.219949	2.059880	2.602235	3.136242	3.204389	-4.259468	-3.848250	-5.040711	-4.868806	-4.842412	-5.458583	2741.000000
-1.026138	-0.777356	0.496993	1.327303	1.845443	2.038808	-3.696802	-3.436663	-3.439513	-4.820856	-5.024204	-4.337543	2742.000000
1.015422	1.118328	1.952520	2.375189	2.921373	3.105682	-4.267054	-4.010406	-4.842412	-4.897017	-4.416455	-5.516564	2743.000000
-0.835585	-0.720066	0.459814	1.124162	2.049925	2.088714	-3.388643	-2.488687	-3.430972	-5.875757	-5.470087	-5.079039	2744.000000
0.983596	1.037951	1.889911	2.385980	2.916243	3.084950	-4.424466	-4.078384	-4.593799	-5.483565	-4.699206	-5.085757	2745.000000
1.269898		2.000397	2.730953	3.136967	3.182615	-4.076013		-4.149216	-4.713950	-4.620865	-5.134936	2746.000000
2.117065					3.771696						-4.440556	2747.000000
1.166878	1.163394	1.965344	2.582618	3.186672	3.243593	-4.211878		-4.785789		-4.353153		2748.000000
2.018738		2.427727	2.699143	3.473189	3.536711	-3.399870		-5.198924	-5.825346	-6.746654		2749.000000
1.117957		1.858473	2.898584	3.147770	3.468169	-3.673003		-4.479814		-5.430024		2750.000000
1.656143	1.541417	2.279008	3.021741	3.598523	3.607633		-4.435183		-5.782215	-5.575733		2751.000000
1.054527	1.316912	1.976966	2.715156	3.276329	3.406679	-4.387269	-3.329491				-5.884614	2752.000000
1.406011	1.816966					-3.831871	-2.475047					2753.000000
1.112892	1.338192	2.076555	2.933047	3.273072	3.338140	-4.842412	-4.557167					2754.000000
	2.237750	2.679872	3.032901	3.678086	3.746744		-5.687466	-8.655421	-7.769401			2755.000000
1.856856	1.769750	2.299276	2.801889	3.485663	3.515096	-4.008090	-3.907996	-4.485271	-5.942862	-5.145217	-4.429820	2756.000000
1.612764	1.715019	2.246271	3.006724	3.732822	3.668263	-3.632074		-5.528301	-7.599745	-4.489370	-4.342737	2757.000000
1.940889	2.085377	2.448753	2.907853	3.151163	3.126584	-2.566282	-4.389910	-4.544595				2758.000000
	1.340342											2759.000000
1.223962	1.462955	2.046620	2.286199	2.814845	2.922427							2760.000000
		2.309533	2.754267	3.085813	2.934522			-4.408466	-5.381182	-5.716611		2761.000000
			1.918075									2762.000000
1.486907	1.591806	2.192360	2.768232	3.220035		-5.191938						2763.000000
0.750833		1.604863	2.065124	2.482188	2.580703	-4.219340						2764.000000
1.621796	1.846094	2.483424	2.996425	3.207099	3.347706	-6.079570	-3.384910	-3.511687	-5.862521	-6.332358	-6.358376	2765.000000
0.748438	0.913505	1.601079	1.974478	2.580564	2.571317	-5.311252	-4.405808		-7.648376			2766.000000
1.311175	1.514125	2.552377	2.678610	2.806362	3.127686							2767.000000
1.120283	1.016521	1.960569	2.405280	3.004318	2.903111							2768.000000
1.510762	1.574698	2.150370	2.508906	3.076562	3.192664	-4.440556	-3.221748	-4.963937	-6.311711	-5.178015	-5.362614	2769.000000
0.406219		1.478291	1.769014	2.466026	2.490814	-4.045367			-4.512712			2770.000000
1.304734	1.458138	2.048460	2.499076	2.926845	3.120586	-4.332358	-5.133226					2771.000000
0.576455	0.709149	1.576459	2.087636	2.345251								2772.000000
1.068861	1.219291	2.019667		3.083349	3.101652	-3.522426	-3.361689	-4.329769		-6.268321		2773.000000
	0.947555		2.179532	2.800590								2774.000000
1.594528	1.821309		2.588287			-1.639704	-2.445266		-6.626596			2775.000000
1.175747	1.315435	1.985125	2.395270	2.766102	2.979046	-4.840867	-4.955889	-4.421794				2776.000000
1.997483	1.947853	2.437113	2.919869	3.186175	3.365374	-2.221832	-3.937210	-3.715565	-5.430024			2777.000000
1.140406	1.270405	1.894055	2.359805	2.808399	2.839110				-5.961023			2778.000000
1.974766	1.742301	2.313935	2.962854	3.199502	3.470854	-3.929315	-5.262575	-5.050661	-5.790790			2779.000000
0.822537	0.897429	1.743000	2.127213	2.660677	2.707718	-4.623729	-3.648376	-4.544595			-6.006933	2780.000000
2.019303	1.868217	2.455940	2.945626	3.369841	3.245027	-4.558568	-5.114484	-6.638091	-5.767270			2781.000000
-1.040357	-1.048952	-0.144342		1.688530	1.691467	-2.712472	-2.943057	-3.605779		-4.128628	-4.781247	2782.000000
0.632886	0.571196	1.338098	2.079182	2.699902	2.846002	-3.379320	-4.333653	-4.111782	-5.795087	-5.193683	-5.510713	2783.000000
-1.212435	-1.268758	-0.102813	0.805039	1.726172	1.858052	-3.174545	-2.737698	-4.018526	-3.219105	-4.939859	-5.106006	2784.000000
0.843543	0.828252	1.640838	2.051115	2.921092	3.042413	-3.430972	-3.774733	-4.366227	-4.830075	-4.441901	-4.939859	2785.000000
-1.264781	-1.429527	-0.263058	0.823995	1.808930	1.846217	-3.215585	-3.303082	-2.893082		-3.896838	-4.562773	2786.000000
0.587268	0.692034	1.467034	2.053973	2.957063	3.133056	-3.473931	-4.045367	-4.221832	-2.990658	-4.110583	-4.586718	2787.000000
-1.498855	-1.514103	-0.336476	0.675789	1.858031	1.880571	-2.859463	-3.313980	-3.826432	-3.058978	-4.092650	-4.784274	2788.000000
0.225043	0.275573	1.130452	1.920482	2.682776	2.788767	-3.540086		-3.559835	-4.664125	-4.898593	-5.473931	2789.000000
-1.108686	-1.209613	-0.003735	0.849253	1.938861	2.015884	-3.264363	-3.417736		-2.907273	-5.112787	-5.134936	2790.000000
0.772808	0.878548	1.576568	2.329082	3.050224	3.121268	-4.215607	-3.909114	-5.334985	-4.428480	-5.293128	-5.445221	2791.000000
-1.610137	-1.560810	-0.381103		1.751591	1.953458	-2.817790	-3.205928	-3.493232		-4.574016	-4.626596	2792.000000
0.678981	0.739251	1.651492	2.367668	3.097272	3.088330	-4.378045	-3.838412	-4.504452	-4.079570	-4.724316	-5.172812	2793.000000
-2.266869	-2.471407	-1.663984	-1.166379	-0.268991	-0.161479	-2.171177	-1.808016	-2.326536	-3.717658	-2.547384	-3.256325	2794.000000
0.165542	0.066403	0.944173	1.410946	1.915504	1.970538	-3.446173	-3.692649	-2.887583	-3.689538	-3.819919	-3.579721	2795.000000
-1.170604	-1.131154	0.134513	0.715417	1.589509	1.655869	-3.072337	-2.889938	-3.930442	-4.011565	-4.845505	-5.169348	2796.000000
1.029723	1.087506	1.853913	2.496429	2.887939	2.979962	-4.005777	-3.886833	-4.004620	-3.009428	-4.221832	-4.725800	2797.000000
-1.388502	-1.442380	-0.361941	0.383907	1.203334	1.183344	-2.670670	-2.274026	-3.011886	-3.764078	-4.623729	-3.932696	2798.000000
1.076181	1.068596	1.934889	2.390919	2.953203	2.995223	-4.182221	-3.665798	-4.649633	-4.881310	-4.080756	-5.114484	2799.000000
-1.517042	-1.553370	-0.456619	0.237964	1.041903	1.066083	-2.726542	-3.294031	-3.073174	-4.086697	-3.986183	-3.859221	2800.000000
0.655316	0.626789	1.455424	2.078022	2.397251	2.615924	-3.996540	-3.873546	-3.644292	-4.436525	-4.571201	-4.700677	2801.000000
-1.075198	-1.098464	0.094290		1.730315	1.677935	-3.166753	-3.064815	-3.551919		-4.557167	-3.977009	2802.000000
0.737636	0.874165	1.699579	2.146922	2.693030	2.844255	-4.110583	-3.478744	-3.950793	-5.183228	-4.550176	-4.497587	2803.000000
-1.986649	-1.841403	-0.796176	-0.520557	0.617660	0.794143	-1.934388	-2.706569	-2.845505	-5.660663	-3.220866	-3.387709	2804.000000
0.407410	0.271834	1.337169		2.415045	2.494450	-3.257217	-2.900957	-3.685395		-4.645299	-5.009428	2805.000000
-2.708881	-2.727912	-1.589753	-1.017716	-0.033139	0.001807	-2.316859	-3.095020	-3.205051	-3.263469	-4.015043	-4.008090	2806.000000
0.014524	-0.079313	0.916054	1.658991	2.057029	2.155904	-3.897952	-4.126215	-3.860321	-3.513637	-5.443317	-4.150432	2807.000000
-1.468170	-1.449059	-0.345394	0.415945	1.300019	1.372928	-3.379320	-3.210313	-3.787571	-3.728142	-4.851700	-4.649633	2808.000000
0.290280	0.349723	1.288697	1.704861	2.367749	2.522282	-3.891275	-3.146075	-3.924814	-4.359683	-5.052322	-4.329769	2809.000000
-1.657916	-1.455349	-0.316382	0.208523	0.975850	1.181601	-1.359377	-1.287262	-3.174545	-4.300162	-4.098615	-3.919197	2810.000000
0.523176	0.559909	1.406497	1.845409	2.539065	2.612709	-3.704084	-3.728142	-4.736208	-4.357069	-5.377459	-5.160706	2811.000000
-1.290621	-1.304082	-0.304838	0.600267	1.324201	1.315227	-2.686001	-3.011886	-4.116585	-4.099810	-5.068991	-4.839323	2812.000000
0.526304	0.614830	1.339634	1.906364	2.344239	2.491227	-4.375414	-3.910233	-4.622297	-6.009248	-4.965549	-5.065650	2813.000000
-0.799824	-0.803464	0.413107	1.380941	1.696395	1.780119	-2.610864	-2.821624	-3.254541	-4.210636	-4.265789	-4.911227	2814.000000
1.066677	1.049251	1.840325	2.178393	2.869371	2.903938	-4.272123	-3.913591	-4.572608	-4.261994	-4.345337	-4.737698	2815.000000
-1.372878	-1.447178	-0.129657		1.264075	1.318919	-2.667759	-3.803700	-3.714520		-4.325890	-4.295043	2816.000000
0.787107	0.798340	1.610705	2.059384	2.631004	2.770916	-3.997693	-3.885723	-4.274661	-5.055648	-5.311252	-5.414908	2817.000000
-0.317817	-0.175723	-0.330052	-0.196683	-0.181522	-0.174713							2818.000000
-0.560857	-0.610718	-0.484884	-0.608082	-0.562939	-0.398820	-5.322181	-6.079570		-6.755639	-5.418679		2819.000000
-0.347645	-0.259831	-0.357787	-0.202900	-0.366896	-0.210375	-5.986183	-5.067320					2820.000000
-0.431934	-0.498431	-0.669767	-0.475300		-0.515762							2821.000000
0.395876	0.601711	1.168469	1.926191	1.907335	2.244002					-6.210636		2822.000000
0.869356	0.885201	1.596831	2.176114	2.405415	2.644845	-3.799390	-4.458088	-4.464860	-5.555875	-5.305803	-5.585714	2823.000000
1.210209	1.390627	2.014949	2.389444	2.666464	2.872153	-4.185911						2824.000000
1.803077	2.128720	2.554487	2.883923	3.215952	3.257028	-6.424466	-4.228070	-4.946260	-2.275931	-5.174545	-5.683326	2825.000000
-0.528384	-0.519694	-0.181125		0.613672	0.661831	-4.648188						2826.000000
-0.151976	-0.001775	0.467034	1.005067	1.365860	1.520800	-4.379361	-4.875051	-4.395200		-6.376729		2827.000000
0.464253	0.412438		0.334271	0.148739								2828.000000
0.207852	0.403081	0.124080	0.097507	0.198750	0.151421	-5.897952		-6.443246	-4.705095	-4.133459	-5.790790	2829.000000
-0.044992	-0.052683	-0.238788	-0.164259	-0.170416	-0.178989	-5.506819	-6.566984	-4.983346	-6.105790	-5.929315	-6.311711	2830.000000
0.385035	0.469168	0.309615	0.370611	0.400760	0.371201	-5.860321		-6.117787	-5.481636	-4.886013	-5.792938	2831.000000
-0.346741	-0.191475	-0.404481	-0.321042	-0.436503	-0.316969							2832.000000
0.066413	0.033316	0.014969	0.079812	0.015686	0.097158	-6.139509	-8.000000	-5.803700	-6.263259	-4.515470		2833.000000
	0.404703	1.059336	1.626384	2.077947	2.157485							2834.000000
0.562517	0.573051	1.285945	1.811345	2.296075	2.264294	-4.802507	-4.581066	-4.699206	-5.784356	-5.371883	-5.375599	2835.000000
1.139654	1.103605	1.910661	2.388624	2.726413	2.635564							2836.000000
1.290603	1.413503	2.014969	2.341189	2.875273	2.759128	-3.994235	-4.151648	-4.920739		-5.481636		2837.000000
-0.391088	-0.351980	0.073520	0.521231	1.031283	1.048401	-5.294935	-4.919152	-4.494845		-5.506819	-5.782215	2838.000000
0.227068	0.317742	0.173214	0.146146	0.349966	0.276713	-5.840595			-7.012705	-4.494845	-6.173628	2839.000000
-0.003961	-0.023262	0.053694	-0.027404	-0.056158	0.098283	-5.379320	-6.705095	-5.114484	-5.775801	-6.298881	-5.102621	2840.000000
-0.052751	-0.076482	-0.124619	-0.000166	-0.060308	0.033148	-4.758640				-6.903324		2841.000000
0.213447	0.252603	0.191545	0.285406	0.318282	0.234588	-5.195429	-3.965581	-4.797938	-5.340490	-4.808611	-4.544595	2842.000000
-0.050051	-0.003771	-0.073050	-0.056595	-0.013249	0.048525	-6.009248	-5.805857	-5.853731	-5.840595	-6.151648	-5.464329	2843.000000
-2.188127	-2.103559	-2.050830	-2.172757	-2.303004	-2.116048	-3.666826	-3.861421	-4.305289	-3.836230	-2.949466	-3.175412	2844.000000
-1.431721	-1.512134	-1.253957	-1.415404	-1.494588	-1.428827	-3.853731	-4.710995	-4.233071	-4.445939	-3.534187	-3.607793	2845.000000
	-1.923897	-1.699294	-1.822594	-1.790180	-1.739631		-3.802622	-4.537634	-4.338840	-3.202424	-3.942862	2846.000000
-1.341930	-1.306354	-1.081161	-1.196584	-1.145222	-1.086354	-3.756643	-3.998846	-4.068912	-3.724993	-3.805857	-3.258109	2847.000000
-1.576783	-1.566700	-0.703637	-0.472317	0.415111	0.380873	-3.697841	-3.453804	-3.799390	-4.548779	-3.718704	-4.740681	2848.000000
-1.014927	-0.899250	-0.318802	0.305499	0.788130	0.831919	-3.781145	-3.557854	-4.445939	-4.588133	-4.192072	-5.483565	2849.000000
-0.559344	-0.487002	0.427441	1.098029	1.580920	1.706270	-4.053586	-4.277201	-4.027834	-4.241843	-5.581717	-5.636141	2850.000000
0.262710	0.289307	1.243676	1.675251	2.115934	2.301393	-3.956472	-4.189606	-4.989844	-5.683326	-5.424346	-5.218224	2851.000000
-0.288305	-0.166922	0.784470	1.430395	1.964208	1.977191	-3.994235	-4.057115	-4.407137	-5.777937	-4.980102	-5.200673	2852.000000
0.385216	0.386471	1.264645	1.650313	2.104323	2.196364	-4.544595		-4.805557	-5.575733	-5.756643	-5.344165	2853.000000
-1.020842	-0.854921	-1.058227	-1.279672	-1.338847	-1.140858	-3.724993	-3.592721	-4.639531	-4.545989	-3.561818	-4.791857	2854.000000
-0.295651	-0.172611	-0.257436	-0.237024	-0.432315	-0.389330	-5.557854	-4.892296	-5.528301	-4.802507	-5.186709	-5.370027	2855.000000
-1.210790	-1.186932	-1.105858	-1.258756	-1.260161	-1.232426	-4.395200	-4.015043	-4.163838	-5.276912	-4.485271	-4.784274	2856.000000
-0.182740	-0.147526	-0.142643	-0.169178	-0.325135	-0.281740	-4.581066	-5.309434	-5.209436	-4.459441	-5.468166	-5.131518	2857.000000
-0.737421	-0.650698	-0.663215	-0.975881	-0.929983	-0.879088	-4.126215	-3.136647	-4.040681	-3.882397	-4.350546	-4.192072	2858.000000
-0.009911	-0.013638	-0.040055	-0.236923	-0.139943	-0.134049	-5.122988	-6.586718	-4.807084	-4.387269	-4.922328	-4.697736	2859.000000
-3.167409	-2.979620	-2.140411	-1.231465	-0.737549	-0.452985	-2.550874	-3.313980	-2.638811	-3.102621	-3.511687	-4.258205	2860.000000
-2.744943	-2.612826	-1.652743	-0.723362	0.025639	0.179781	-2.584597	-2.437868	-3.162433	-3.085757	-4.003465	-4.690396	2861.000000
-1.056030	-0.991455	-0.081246		1.386637	1.436375	-3.192810	-4.697736	-4.568389		-5.198924	-4.901746	2862.000000
-0.623210	-0.501682	0.759827	1.349221	1.877926	2.000647	-3.644292	-2.948664	-3.456671	-4.255682	-4.988218	-5.405500	2863.000000
-0.660160	-0.542392	0.673353	1.334918	1.858300	1.896684	-3.528301	-3.170214	-3.370955	-4.152865	-4.936663	-4.705095	2864.000000
-2.287919	-1.849664	-1.780937	-2.026616	-1.824274	-1.798225	-3.502930	-3.025027	-3.811258	-4.363608	-4.516850	-3.164160	2865.000000
-1.539357	-1.284537	-1.345806	-1.372726	-1.257829	-1.226982	-4.412458	-3.383977	-4.071277	-4.244354	-4.099810	-3.945126	2866.000000
-2.336935	-2.202013	-2.116699	-2.256907	-2.322364	-2.069476	-3.774733	-2.982534	-3.449986	-3.202424	-2.606588	-3.459540	2867.000000
-1.612549	-1.462300	-1.353024	-1.564481	-1.522050	-1.416841	-4.645299	-4.840867	-4.455384	-4.514090	-4.718388	-4.876615	2868.000000
-1.243876	-1.055149	-0.927480	-1.102811	-0.853260	-0.875140	-4.416455	-5.011066	-5.157257	-5.431919	-4.788822	-4.127421	2869.000000
0.599147	0.641747	1.330909	1.770828	2.122193	2.208580							2870.000000
0.782571	0.849628	1.531923	1.868276	2.763535	2.454369		-4.370161	-5.814503				2871.000000
1.674561	1.636483	2.290104		2.735537	2.800328							2872.000000
1.491069	1.343425	2.062324	2.039730	2.746783	2.783944							2873.000000
-0.631258	-0.466741	0.132300	0.759681	1.131419	1.181070							2874.000000
0.007786	0.033915	0.602146	0.921299	1.458070	1.551480		-8.055938					2875.000000
0.510430	0.543915	1.251685	1.866015	2.100508	2.315244							2876.000000
0.870954	1.012539	1.745078	2.145719	2.553725	2.709376	-5.437612	-3.441414	-4.633775	-5.829695	-5.913591	-5.464329	2877.000000
1.125105	1.126739	1.857536	2.092842	2.684803	2.715933							2878.000000
1.388417	1.312970	2.047501	2.132024	2.645683	2.844889	-4.023176		-5.697841				2879.000000
0.091007	0.133740	0.701298	1.009512	1.601086	1.866753	-5.357067		-4.973625		-5.693686		2880.000000
-2.327790	-2.468436	-1.451408	-0.661714	-0.262283	0.109323	-3.265258	-2.915187	-3.608801	-4.933471	-3.547970	-6.013883	2881.000000
-2.159628	-2.181708	-1.232118	-0.249023	0.013319	0.219604	-3.381182	-3.677127	-3.544025	-3.476818	-4.915979	-4.448635	2882.000000
-0.932155	-0.753908	0.295572		1.447944	1.707508	-3.876862	-2.892296	-3.546983		-6.163838	-3.533205	2883.000000
-0.608691	-0.522994	0.638215	1.123412	1.721077	1.674384	-5.072337		-3.857024	-5.309434	-6.034834	-5.141786	2884.000000
-0.250716	-0.128219	0.935693	1.462956	2.111166	2.160565	-4.404480	-4.172402	-4.543201	-6.544595	-4.619434	-5.347846	2885.000000
-0.404610	-0.467270	0.795844	1.299542	1.834832	1.929170	-4.659770	-4.143146	-3.997693	-3.721847	-5.542055	-5.169348	2886.000000
-2.983212	-2.597441	-1.417718	-0.927524	0.113316	0.175524	-1.993659	-3.091648	-3.613844		-4.086697		2887.000000
-2.103587	-1.928265	-0.959230	-0.164741	0.321900	0.400546	-1.948525	-2.595217	-3.602760	-5.124692	-3.542055	-4.873488	2888.000000
-0.862749	-0.672516	0.386359		1.688640	1.706217	-3.074848	-4.781247	-4.359683		-6.419123		2889.000000
-0.326107	-0.260290	0.927248	1.439357	2.008264	2.048982	-4.218095		-4.114183	-5.673003	-5.002886	-4.582478	2890.000000
-0.478143	-0.381023	0.769118	1.437550	1.902060	2.000841	-3.618897	-3.743941	-3.679192	-4.192072	-5.869131	-5.373741	2891.000000
-0.276495	-0.191912	-0.064222	-0.054006	0.306729	0.326789							2892.000000
	-0.334290	-0.177459	-0.032755	0.313586	0.187351							2893.000000
-0.191368	-0.142273	0.094139	0.143193	0.289441	0.331579							2894.000000
												2895.000000
-0.178535	-0.196646	-0.032337	-0.026441	0.380697	0.471955							2896.000000
0.052549	-0.039550	0.104414	0.218453	0.311732	0.364539				-5.124692	-5.275116		2897.000000
0.071907	0.329010	0.214885	0.214608	0.500161	0.484238	-5.737611				-5.479708		2898.000000
-1.986649	-1.662657	-1.632025	-1.546299	-1.297334	-0.976547	-3.100930	-3.593723	-4.198247		-3.415850		2899.000000
-3.294101	-2.952676	-2.701661	-2.813203	-2.665262	-2.319434	-2.327829	-3.556864	-3.264363	-3.495169	-2.420458	-2.501017	2900.000000
-1.850882	-1.708750	-1.462964	-1.539539	-1.286923	-1.139910	-4.052410	-3.986183	-4.256943	-5.106006	-3.658612	-3.937210	2901.000000
-1.351568	-1.358842	-0.932878	-0.987248	-0.691339	-0.485355	-3.603766	-4.364917	-4.255682	-4.911227	-4.250642	-3.925939	2902.000000
-2.001430	-1.777225	-1.485224	-1.565498	-1.181723	-1.197305	-4.041852	-4.074828	-4.158956	-4.381994	-4.260731	-4.150432	2903.000000
-2.718721	-2.363764	-2.073135	-2.090682	-1.792326	-1.668763	-1.900181	-3.128103	-2.930283	-3.190194	-2.651079	-2.462149	2904.000000
-1.129434	-0.867867	-0.721676	-0.942968	-0.609338	-0.542560	-3.849345	-3.010247	-3.905761	-4.699206	-4.264523	-3.614854	2905.000000
-0.106899	-0.208550	-0.145237	-0.068709	-0.105233	-0.107594							2906.000000
-0.492955	-0.378132	-0.564876	-0.521174	-0.484516	-0.456992	-5.437612	-4.807084					2907.000000
-0.305666		-0.170701	-0.141335	-0.110578	-0.056722							2908.000000
-0.410264	-0.229329	-0.599899	-0.679768	-0.570021	-0.451103							2909.000000
-0.359649	-0.282858	-0.435231	-0.259476	-0.306505	-0.216456	-5.773666		-5.129810	-6.421794	-5.621932		2910.000000
-2.742828	-2.643140	-2.770130	-2.716287	-2.498837	-2.323302							2911.000000
-2.711981	-2.512790	-2.434683	-2.335822	-2.500841	-2.242562							2912.000000
-2.626619	-2.415560	-2.594145	-2.745952	-2.289519	-1.958725							2913.000000
-2.034038	-1.866330	-2.001060	-1.913537	-2.024826	-1.833027							2914.000000
-2.515461	-2.389229	-2.122326										2915.000000
-2.017003	-2.221178	-1.771788	-2.168888	-1.770709	-1.541684							2916.000000
1.017101	1.031555	2.019707	2.510777	3.171299	3.220057							2917.000000
1.427361	1.266461		2.992296		3.314639							2918.000000
1.322457	1.293596	2.122054	2.111115	3.245873	3.246649							2919.000000
1.292957	1.378742	2.222171	2.773029	3.368744	3.369630							2920.000000
1.023523	1.171105	2.178177	2.735863	3.198326	3.290029			-5.468166				2921.000000
1.246564	1.428383	2.368540	2.777435	3.416016	3.393020							2922.000000
1.520509	1.618328	2.497667	2.991648	3.231801	3.445423	-3.186709						2923.000000
			2.580005	3.233073	3.387452							2924.000000
0.994613	1.181345	2.102286	2.385668	3.187352	3.049034							2925.000000
1.478035		2.273394	2.866015	3.224050	3.196270							2926.000000
0.853758	0.606752	1.778372	2.305273	2.743097	2.798413							2927.000000
1.290668	1.349241	2.140179	2.786591	3.017951	3.022798							2928.000000
-1.709913	-1.624591	-0.686863										2929.000000
-0.318112												2930.000000
-1.182382	-0.831279	0.132078	0.818646	1.767806	1.793896							2931.000000
	-0.619638			0.386332	2.098423							2932.000000
