exp_log2_cond1	exp_log2_cond2	exp_log2_cond3	exp_log2_cond4	exp_log2_cond5	exp_log2_cond6	cv2_log2_cond1	cv2_log2_cond2	cv2_log2_cond3	cv2_log2_cond4	cv2_log2_cond5	cv2_log2_cond6	LibID
-1.761176	-1.809628	-0.512558	0.523385	1.610311	1.577437	-1.818835	-1.928752	-2.512022	-3.055648	-3.546983	-3.339572	1986.000000
-0.107324	-0.300774	1.240185	1.731031	3.006436	2.923969		-3.312161	-2.525146	-3.106006	-3.058978	-3.987332	1987.000000
-2.070050	-2.126462	-0.839547	-0.125220	1.056029	1.215056	-2.165060	-2.229945	-2.894656	-2.741427	-2.512712	-3.162433	1988.000000
-0.323931	-0.336901	0.835798		2.533982	2.670311	-2.481177	-3.025851	-1.959885		-4.751143	-4.501704	1989.000000
-0.789143	-0.795196	0.765932	1.760493	2.354510	2.536251	-2.675042	-2.299521	-2.459441	-4.309140	-4.463504	-5.055648	1990.000000
0.440190	0.403313	1.763765	2.512223	3.141772	3.229079	-2.884445		-3.334069	-5.371883	-4.722833	-2.978481	1991.000000
-1.809062	-1.544625	-0.411892	0.842417	1.672339	1.928086	-2.331710	-2.093842	-2.531383	-2.910436	-4.537634	-4.708043	1992.000000
0.202922		1.471536	2.294174	3.034659	3.058693	-3.111090		-3.851537	-6.569795	-5.658612	-5.276912	1993.000000
-2.084376	-1.914912	-0.662062	0.311258	1.464470	1.591769	-1.911911	-1.695763	-2.777466	-3.414908	-3.363540	-3.714520	1994.000000
-0.552960	-0.411477	0.844163	2.197570	2.443099	2.679881	-3.275116	-2.660495	-3.438562	-4.085508	-4.397848	-4.342737	1995.000000
-2.086386	-2.350026	-1.073646	-0.015109	1.090291	1.294802	-1.895725	-1.588214	-2.751892		-4.053586	-2.928690	1996.000000
-0.351064	-0.490981	0.974270	1.857551	2.658841	2.668608	-2.646743	-3.168483	-2.539024	-3.743941	-4.483905	-3.285009	1997.000000
-1.268960	-1.414334	0.179231	1.020608	2.015752	2.228034	-1.875757	-1.640723	-2.794896	-3.645312	-5.437612	-4.593799	1998.000000
0.077379		1.547789	2.241657	2.905587	3.109263	-3.088280		-2.529302	-4.065368	-4.541808	-4.459441	1999.000000
-0.465879	-0.882626	0.998940	1.858168	2.504507	2.942171	-2.121998	-2.403152		-4.195776	-3.431919	-3.040711	2000.000000
0.507323	0.567788	2.022280	2.502264	3.463435	3.505241	-3.397059	-2.985781	-4.104593	-5.456671	-4.258205	-3.259002	2001.000000
-1.232515	-1.156892	0.124896	1.354405	2.138839	2.241895	-1.922004	-2.073644	-3.195429	-5.792938	-5.214706	-4.697736	2002.000000
0.070178	-0.012555	1.456309	2.151010	2.889900	3.109542	-3.114484	-3.182359	-2.895443	-3.830783	-4.137088	-3.909114	2003.000000
-2.030809	-2.031931	-0.819411		1.244846	1.639488	-1.645823	-2.326536	-2.820090		-3.964441	-3.855926	2004.000000
-0.544875	-0.466529	0.825513	1.809900	2.444629	2.590899	-2.986593	-2.861796	-2.637371	-3.446173	-5.273321	-4.851700	2005.000000
-1.030647	-0.722213	0.522404	1.569448	2.292717	2.564168	-2.853251	-2.213742		-3.784356	-4.385950	-4.861018	2006.000000
0.351643	0.400297	1.724677	2.364735	3.083652	3.250773	-3.345085		-4.143146	-5.077362	-4.081944	-4.593799	2007.000000
-1.612307	-1.336804	0.035172	1.116772	1.942621	2.169937	-2.520995	-2.154691	-3.487428	-4.545989	-5.737611	-4.930283	2008.000000
0.096556	-0.025912	1.452085	2.070657	2.921502	3.124199	-2.899381	-3.148652	-3.231458	-5.945126	-3.114484	-5.122988	2009.000000
-1.068890	-1.051174	0.573008		2.363040	2.433926	-2.691129	-2.775201			-4.715429	-2.625162	2010.000000
0.475652	0.715556	1.889758	2.557967	3.325368	3.302700	-3.402683	-2.970392	-4.224326	-5.133226	-4.609438	-4.620865	2011.000000
-0.980872	-1.002158	0.381956	1.457304	2.188645	2.412868	-2.040096	-1.969576	-3.562810	-4.101005	-4.779734	-5.212948	2012.000000
0.092045	0.197472	1.654888	2.147679	2.988961	3.072198	-3.707211		-3.382113	-4.802507	-5.178015	-4.667032	2013.000000
-1.416257	-1.254063	0.136650	1.096262	2.000561	2.041755	-2.312354	-2.296322	-3.480672	-3.306710	-4.800984	-4.612290	2014.000000
0.281928	0.388697	1.623685	2.348529	2.905114	3.062794	-3.269735	-2.802507	-3.977009	-5.399870	-4.694798	-5.099240	2015.000000
-0.694755	-0.692437	0.864665	1.863844	2.585855	2.644584	-2.575425	-2.787305	-3.423401	-5.068991	-4.489370	-5.099240	2016.000000
0.352633		1.860926	2.406917	3.201246	3.269394	-3.562810		-3.749227	-3.531243	-4.368849	-3.568767	2017.000000
-0.738606	-0.879944	0.686488	1.592481	2.364141	2.491624	-3.327662	-3.533205	-3.194556	-5.426238	-5.237655		2018.000000
0.476334	0.539863	2.024032	2.729205	3.345503	3.454737	-3.624971	-3.256325	-4.221832	-4.389910	-4.417789	-3.847155	2019.000000
-1.065086	-0.883898	0.572083	1.713716	2.350661	2.616850	-2.147394	-2.495530	-2.599476	-4.452682	-5.160706	-5.223511	2020.000000
0.288859	0.440658	1.641435	2.348529	2.983966	3.177492	-3.589716	-2.935865	-3.871338	-4.347940	-3.586714	-4.991471	2021.000000
-0.481666	-0.082149	1.243163	2.016876	2.735378	2.957050	-2.894656		-3.501959	-5.593723	-4.748150	-4.886013	2022.000000
0.603519	0.722724	2.026160	2.679938	3.351451	3.405154	-3.381182	-2.476408	-3.499047	-2.823926	-2.817790	-3.563802	2023.000000
-0.125467	-0.202366	0.299851	0.302715	0.593506	0.652564							2024.000000
0.092415	0.158323	0.354808	0.512645	0.803587	0.876573	-6.652525		-5.267943	-6.314284	-5.040711	-5.373741	2025.000000
0.265143	0.473534	0.347829		0.541455	0.638881							2026.000000
0.383765	0.480470	0.584605		0.802166	0.894627	-5.816668	-6.589548	-5.760889		-6.081944	-5.452849	2027.000000
-0.108515	-0.162713	0.202278	0.196502	0.526961	0.639709							2028.000000
0.467111		0.693411		0.890617						-4.914394		2029.000000
-0.008481				0.441502								2030.000000
0.176411		0.434884	0.515773	0.791920	0.829357	-5.462413		-5.397995		-5.022559	-5.569761	2031.000000
-0.691437	-0.469390	-0.460512	-0.222315	-0.173209	-0.038153		-5.357067					2032.000000
-0.133759	-0.202101	0.038328	0.139063	0.257940	0.395457	-5.388643	-5.070663	-5.044024	-5.244753	-5.241202	-5.111090	2033.000000
-0.418576	-0.261667	-0.081931	-0.070693	0.280574	0.410024							2034.000000
-0.047846	-0.129560	0.162986	0.263742	0.581778	0.707981	-5.750285	-4.984969	-5.411141	-5.414908	-5.714520	-5.287712	2035.000000
-0.304301	-0.121119	0.007661	0.222951	0.526961	0.600216							2036.000000
0.021541	0.205668	0.297746	0.483996	0.735005	0.842889	-5.234112	-4.857909	-5.889053	-7.140072	-6.525146	-5.267943	2037.000000
-0.129348	-0.059933	0.193528	0.419547	0.695246	0.760334	-6.117787					-4.478451	2038.000000
0.182059	0.349542	0.538597	0.731704	1.024638	1.059168	-5.314891		-5.439513	-5.007791	-5.516564	-4.672855	2039.000000
-0.151187	0.011209	0.276788	0.382524	0.784381	0.718887	-6.395200			-5.636141	-5.514612		2040.000000
0.240228	0.407132	0.533965	0.739290	0.999919	0.966518	-6.154082	-5.589716	-5.933824	-6.374100	-5.291321	-5.882397	2041.000000
-0.454691	-0.443839	-0.363711	-0.237936	-0.231076	0.111155	-4.748150	-5.485496	-5.322181	-6.530689			2042.000000
-0.166080	-0.096906	-0.108997	0.040837	0.164628	0.274725	-5.311252	-5.271528	-5.495169	-5.958747	-5.512662	-4.914394	2043.000000
-0.596941	-0.436665	-0.393701	-0.156769	-0.080581	-0.032954							2044.000000
-0.207322	-0.114052	-0.059323	0.040837	0.197438	0.269456	-6.514090	-5.495169	-5.812339	-5.370027	-5.248309	-4.991471	2045.000000
-0.123574	-0.054273	0.043364	0.122584	0.331222								2046.000000
0.038705	0.021588	0.232765	0.359939	0.546194	0.536266	-7.006155	-4.817790	-5.685395	-6.018526	-5.433816	-4.954281	2047.000000
-0.004357	-0.066257	0.197274		0.693550	0.852158							2048.000000
0.516569	0.580705	0.755039	0.962976	1.155473	1.300259	-6.093842	-7.945126	-5.171079	-6.101005	-3.996540	-4.625162	2049.000000
0.066715	0.220738	0.450960		0.687623								2050.000000
0.363903	0.504435	0.652805	0.812152	1.102716	1.162793	-5.497107	-5.915832	-5.790790	-5.190194	-5.938339	-5.750285	2051.000000
-0.307131	-0.223950	-0.159720	0.015475	0.443848	0.312875	-5.409259						2052.000000
-0.012377	0.064279	0.235724	0.335838	0.648610	0.713602	-5.358915	-5.012705	-5.875757	-5.284108	-6.667032	-5.583715	2053.000000
-0.150398		0.130452	0.227948	0.446060								2054.000000
0.084172	0.204671	0.381024	0.489392	0.831078	0.839242	-6.669942		-5.825346	-7.760889	-5.609809	-5.225275	2055.000000
-0.073868	-0.180231	0.201855	0.424933	0.533156	0.624175	-5.437612			-6.115384			2056.000000
0.330139	0.436021	0.620477	0.678958	1.122620	1.150840	-5.334985	-6.578244	-6.572608		-4.807084	-4.923917	2057.000000
-0.246683	-0.105041	0.053226	0.210604	0.631733	0.689016							2058.000000
0.067845	0.203873	0.367160	0.527325	0.868522	0.894535	-6.632338	-5.012705	-5.767270	-5.792938	-5.165888	-5.394251	2059.000000
-0.119452	-0.195154	0.015129	0.159593	0.643743	0.687469							2060.000000
0.145768	0.353446	0.444373	0.607109	0.861715	0.977082	-5.689538	-5.242977	-5.938339	-5.313071	-6.200721	-5.104313	2061.000000
0.083874	0.228738	0.446156	0.594076	0.900851	0.965373							2062.000000
0.218680	0.250930	0.433387	0.665804	0.976435	0.829599	-5.360764		-5.795087	-5.929315	-4.906483	-4.743666	2063.000000
-0.058659		0.335695	0.292719	0.809916	0.813546							2064.000000
0.247495	0.407998	0.518567	0.712851	1.056965	1.031719	-5.065650	-5.167618	-5.640214	-4.411127	-5.677127	-5.974720	2065.000000
-2.290621	-2.143288	-1.673247	-1.582381	-1.139162	-0.960397	-4.505827	-4.705095	-3.882397	-3.453804	-3.779006	-4.739189	2066.000000
0.107589	0.130104	0.425213	0.526073	0.862105	0.968189	-5.353375		-5.195429	-5.831871	-5.195429	-4.997988	2067.000000
-2.273724	-2.031931	-1.779825	-1.844644	-1.558106	-1.085806	-3.802622	-3.646333	-4.258205		-4.700677	-5.171079	2068.000000
0.242032	0.228673	0.343371	0.554666	0.711996	0.794590	-5.780075		-5.381182	-5.924814	-5.138359	-5.197176	2069.000000
-1.775430	-1.704748	-1.442581	-1.354595	-0.965687	-0.853231							2070.000000
0.387934	0.468448	0.559452	0.654604	0.899475	0.950859	-5.838412	-6.432500	-5.986183	-5.718704	-5.557854	-5.179752	2071.000000
-1.974808	-1.733762	-1.306839	-1.310881	-0.871940	-0.600171	-4.489370	-4.022013	-4.182221	-4.745160	-4.305289	-3.900181	2072.000000
0.254858	0.283212	0.540602	0.618794	0.919981	1.028646	-5.777937		-5.714520	-6.048886	-5.368172	-5.134936	2073.000000
-2.481115	-2.336417	-1.971875	-2.000939	-1.512417	-1.311304	-4.890724	-4.554369	-4.012724		-3.619908		2074.000000
0.105463	0.196804	0.328881	0.437550	0.679849	0.758303	-5.913591	-4.703621	-5.777937	-5.336819	-5.516564	-5.662716	2075.000000
-1.990095	-1.907707	-1.579799	-1.430610	-0.989404	-0.652996	-3.497107						2076.000000
0.139045	0.201210	0.376480	0.506247	0.761107	0.861557	-5.609809		-5.666826	-6.822391	-5.273321	-5.117883	2077.000000
-1.805470	-1.596050	-1.365065	-1.311733	-0.610284	-0.719530	-4.102200	-5.050661			-4.941458		2078.000000
0.336655		0.621109	0.653621	0.995794	1.069569	-5.689538		-6.151648		-5.218224	-5.114484	2079.000000
-1.306154	-1.085397	-0.617299	-0.467676	-0.058185	0.057723		-5.275116	-4.996357		-4.060649		2080.000000
0.428330	0.490540	0.670813	0.828888	1.184209	1.237472	-5.710341	-6.397848	-5.702002	-6.112982	-5.221748	-5.246530	2081.000000
-1.145762	-0.851460	-0.533024	-0.355145	-0.029248	0.169956		-4.873488		-4.230570	-4.428480		2082.000000
0.519986	0.574338	0.770399	0.907028	1.306801	1.344366	-5.625985	-5.904644	-5.836230	-6.117787	-5.035749	-4.920739	2083.000000
-2.270293	-1.910584	-1.683090	-1.619917	-1.250435	-1.003871	-4.297601	-3.877968	-4.225573		-3.703043	-3.568767	2084.000000
0.203540	0.251123	0.317235	0.445711	0.628242	0.657096	-5.058978	-4.420458	-5.228807	-5.260788	-4.976862	-5.302176	2085.000000
-2.413520	-2.246771	-1.866298	-1.857975	-1.479445	-1.383487	-4.091458	-3.602760	-4.302724	-4.350546	-3.751344	-4.830075	2086.000000
0.153809		0.228420	0.359537	0.528743	0.557685	-5.611826		-5.266153	-5.346005	-5.502930	-4.901746	2087.000000
-1.794473	-1.501682	-1.310247	-1.261843	-0.900587	-0.550471	-4.437868	-4.534854	-4.463504	-4.688930	-4.296322	-4.960715	2088.000000
0.280369	0.431369	0.446631	0.580810	0.772143	0.837030	-5.262575	-5.472008	-5.403622	-5.219985	-4.994728	-4.999620	2089.000000
-1.482659	-1.187106	-0.854103	-0.754769	-0.297116	-0.137733	-4.545989	-4.686001	-4.571201	-5.814503	-4.400499	-4.886013	2090.000000
0.483127	0.533683	0.693561	0.854300	1.184365	1.228474	-5.628013	-5.559835	-5.825346	-4.746654	-4.554369	-4.300162	2091.000000
-1.412469	-1.157918	-0.724482	-0.679355	-0.318604	-0.096062	-4.761644	-4.779734	-4.939859	-4.375414	-4.638091	-4.206914	2092.000000
0.519931	0.553292	0.745271	0.893864	1.254975	1.321294	-5.266153	-5.769401	-5.970147	-6.086697	-4.890724	-4.051235	2093.000000
-1.616659	-1.529062	-0.927480	-1.086115	-0.363702	-0.193171	-5.032446	-4.293765	-3.946258	-3.444268	-4.218095	-3.586714	2094.000000
0.428154	0.513427	0.664801	0.834199	1.081027	1.076393	-5.280508	-6.475728	-5.540086	-5.477781	-5.207681	-5.424346	2095.000000
-1.668669	-1.593273	-1.147924	-1.113554	-0.549526	-0.338766	-4.122600	-5.172812			-4.851700		2096.000000
0.444432	0.524070	0.650796	0.860228	1.040785	1.078308	-5.381182	-6.606588	-5.704084	-5.087439	-5.228807	-5.388643	2097.000000
-1.264781	-1.112478	-0.639318	-0.394133	-0.107903	-0.047896	-4.615146	-4.544595	-4.800984	-3.554885	-4.071277	-4.167505	2098.000000
0.537878	0.576395	0.820205	0.947688	1.237315	1.334514	-5.589716	-5.724993	-5.124692	-5.640214	-5.112787	-4.763147	2099.000000
-1.515010	-1.243683	-0.778991	-0.708123	-0.325912	-0.049319	-4.554369	-3.998846	-4.293765	-4.083131	-4.688930	-3.949659	2100.000000
0.527893	0.556630	0.753600	0.945013	1.200678	1.237289	-5.687466	-5.816668	-5.244753	-4.999620	-5.085757	-4.914394	2101.000000
-1.451665	-1.076644	-0.659886	-0.711355	-0.264516	-0.231921	-4.722833	-4.026668	-4.060649		-3.487428	-3.733399	2102.000000
0.536573	0.565097	0.760591	0.984717	1.244958	1.250936	-5.241202	-5.668883	-5.296743	-5.371883	-5.232343	-5.202424	2103.000000
-1.577490	-1.407610	-0.932415	-0.966280	-0.537521	-0.294652	-5.266153	-5.007791			-4.106987		2104.000000
0.536790	0.572021	0.759492	0.857765	1.281375	1.240531	-5.399870	-5.450940	-5.396122	-5.424346	-5.557854	-5.034097	2105.000000
-1.419843	-1.350612	-0.639570	-0.667024	-0.335379	-0.085897	-3.783286	-4.253161	-4.931877	-4.839323	-4.773691	-4.555768	2106.000000
0.538041	0.582139	0.763884	0.937899	1.304759	1.323941	-5.325834	-5.790790	-5.353375	-5.381182	-4.608012	-4.527916	2107.000000
0.233059	0.223366	0.155084	0.068959	0.036560	0.088694	-5.092491		-4.898593	-6.960715	-5.466247	-5.050661	2108.000000
0.577937	0.536063	0.387349	0.442427	0.440067	0.400285	-5.915832	-6.413790	-5.418679	-6.782760	-5.133226	-6.188374	2109.000000
-0.417416	-0.366231	-0.389348	-0.370392	-0.398768	-0.344213	-4.943057	-6.306572	-5.136647	-5.947391	-5.079039	-5.362614	2110.000000
0.494996	0.395878	0.298668	0.336586	0.272091	0.312114	-4.951070		-5.209436	-5.336819	-5.967863	-5.687466	2111.000000
-0.154083	-0.150330	-0.168971	-0.116997	-0.206444	-0.089003	-4.889153	-6.309140	-4.529302	-4.873488	-5.607793	-5.239428	2112.000000
0.310665	0.383008	0.192749	0.226921	0.073893	0.215686							2113.000000
-0.458483	-0.468012	-0.514869	-0.547303	-0.629611	-0.519701	-6.489370	-4.076013	-4.833154	-4.608012	-5.015986	-5.146934	2114.000000
0.333338		0.193103	0.342833	0.222476	0.247681	-5.296743		-6.248125	-6.615146	-6.807084	-7.324007	2115.000000
	-1.439468	-1.286756	-1.727055	-1.572258	-1.752029		-4.928690					2116.000000
0.236682	0.263751	0.047599	0.170475	0.069511	0.221302	-5.409259	-4.875051	-5.384910	-6.467573	-5.658612	-5.589716	2117.000000
-0.867062	-0.835648	-0.903967	-1.073764	-1.097442	-0.868846	-4.931877	-4.380677	-4.693330		-4.713950		2118.000000
0.301086	0.394829	0.163419	0.158208	0.178938	0.296028	-5.362614		-5.825346		-6.925507	-5.450940	2119.000000
-0.500641	-0.358548	-0.594756	-0.541539	-0.389225	-0.522786	-4.532077		-4.842412	-3.427184	-4.235575	-4.547384	2120.000000
0.349228	0.436474	0.220314	0.242982	0.261269	0.309757		-7.039056	-5.111090	-7.119584	-5.712430	-5.567773	2121.000000
-1.186688	-1.051809	-1.350339	-1.347581	-1.466171	-1.035067	-3.519493	-3.178015	-3.160706	-3.301269	-3.475855	-2.960715	2122.000000
0.053386	0.108304	0.050728	0.092519	0.254678	0.307814	-5.305803		-5.269735	-5.654513	-5.399870	-5.266153	2123.000000
-2.314377	-2.306164	-2.475063	-2.819255	-2.723735	-2.629929	-3.146934	-3.231458	-3.242089	-3.596732	-2.506515	-3.134081	2124.000000
0.186852	0.110506	0.058287	0.117366	0.116996	0.148011	-5.679192	-6.693330	-5.183228	-5.070663	-5.239428	-5.397995	2125.000000
-1.859451	-1.664356	-1.844625	-2.165030	-2.173509	-1.949066	-3.033271	-5.422456	-3.150371	-4.213120	-2.857909	-3.564794	2126.000000
-0.202590	-0.267466	-0.370810	-0.292348	-0.120075	0.072597	-4.238081	-4.772182	-5.077362	-4.458088	-4.558568	-4.897017	2127.000000
-0.594436	-0.553595	-0.668351	-0.684317	-0.704845	-0.545192	-5.190194		-5.704084	-4.853251	-4.724316	-4.568389	2128.000000
0.099875	0.057595	0.042264	0.092761	0.171408	0.212944	-5.390511		-5.648376	-5.864723	-6.467573	-5.179752	2129.000000
-2.791737	-2.693304	-2.642347	-3.084839	-3.173909	-2.668216	-1.406909	-2.733975	-1.959316	-1.902412	-1.686948	-1.506819	2130.000000
0.443445	0.472319	0.387597	0.429215	0.515298	0.554000	-5.414908	-6.850150	-5.769401	-5.449032	-5.844967	-5.589716	2131.000000
-1.218485	-1.222072	-1.170519	-1.427371	-1.442629	-1.239108	-3.316712	-3.827519	-3.839503	-3.558845	-3.259002	-3.538118	2132.000000
0.151679	0.041082	0.069438	0.059096	0.210662	0.263452	-6.408466	-7.497107	-6.103396	-6.188374	-6.489370	-6.077198	2133.000000
-0.662783	-0.658539	-0.794069	-1.014241	-0.785135	-0.655160	-3.476818	-4.545989	-3.954199	-3.442365	-3.275116	-3.458583	2134.000000
0.201756	0.059728	0.121552	0.090665	0.356483	0.385685	-5.780075	-7.664770	-5.795087	-6.149216	-5.875757	-5.880182	2135.000000
		1.460903	2.049372	2.705520	2.809775			-4.380677	-7.049000	-5.782215	-5.024204	2136.000000
0.813896	0.890088	1.969876	2.525028	3.163186	3.244601	-4.436525	-4.519613	-4.511333	-6.146787	-5.462413	-5.559835	2137.000000
-0.265350	-0.089223	1.194200	1.897143	2.608933	2.739412	-2.569092	-3.395186	-3.451894	-6.440556	-4.141933	-5.379320	2138.000000
0.396296	0.489886	1.545601	2.359437	3.015938	3.094141	-4.009248	-3.991932	-5.227040	-5.512662	-4.582478	-4.944658	2139.000000
-0.311827	-0.258639	1.232214	1.903588	2.521234	2.850109	-3.688502		-4.161396		-4.917565		2140.000000
0.445012	0.602418	1.624893	2.398321	2.909717	3.115457		-3.782215	-4.448635	-5.814503	-6.371473	-5.758765	2141.000000
-0.350058	-0.429733	1.261070	2.126210	2.606041	2.737235	-1.867477		-4.046540	-3.885723	-3.788644		2142.000000
0.577620		1.897404	2.585470	3.250803	3.236076	-3.963301		-4.834695		-5.818835		2143.000000
-0.617385	-0.688727			2.232593	2.379420							2144.000000
0.233126		1.528953	2.125029	3.003998	3.035457	-3.476818		-5.065650	-5.063980	-5.587714	-4.552970	2145.000000
		0.193882										2146.000000
0.354054		1.539461	2.124910	2.824692	3.096515	-4.173628		-4.813197		-7.032446	-5.632074	2147.000000
-0.189566	-0.120535	1.474685	1.979454	2.992871	2.909052	-3.150371	-4.277201	-3.232343			-4.503078	2148.000000
1.249954	0.554336	1.759588	2.692087	3.230745	3.317453							2149.000000
-1.669673	-1.778276	-0.475175	0.385881	1.411687	1.591741	-2.187142	-1.723420	-2.909645	-3.536152	-3.420567	-3.144359	2150.000000
-0.479243	-0.486895	0.947576	1.911466	2.363849	2.570492	-3.287712	-3.158981	-3.677127	-5.958747	-4.515470	-4.790339	2151.000000
-1.956002	-2.034754	-0.700214	-0.197077	0.618353	0.774476	-0.840867	-1.443793	-2.237454	-2.213742	-2.355763	-2.401825	2152.000000
0.342457	0.450953	1.799638	2.511681	2.995495	3.184450	-3.512662		-4.433841	-4.383312	-4.380677	-4.850150	2153.000000
-1.574195	-1.808018	-0.614694			0.968628	-1.475855	-2.128628	-1.693686				2154.000000
0.106196	0.177014	1.655171	2.392000	3.031684	3.198763	-3.552908		-4.077198	-5.583715	-4.925507	-5.409259	2155.000000
-2.289848	-2.441964	-1.598305	-0.809283	0.303431		-1.123414	-1.520960	-1.242089	-0.919152			2156.000000
-0.217383	-0.100680	1.256402	2.017768	2.695110	2.833717	-3.205928	-3.774733	-4.380677	-6.993099	-5.720799	-4.582478	2157.000000
-1.853732	-1.647694	-0.523453	0.336178	1.206408	1.194243	-1.989056	-2.074236	-2.479814		-2.188990	-2.541808	2158.000000
0.299611		1.703287	2.347770	2.871829	3.154282			-3.921442	-4.041852	-4.540416	-5.540086	2159.000000
-1.427680	-1.420269			1.580594	1.606582	-1.086177	-1.527811			-2.320726	-2.824694	2160.000000
0.123403		1.619582	2.466443	2.962152	3.047798	-3.104313		-3.387709	-4.173628	-4.804032	-4.694798	2161.000000
-0.832208	-0.738612	0.632587		2.176471	2.234680	-2.970392	-2.296962	-2.330416		-3.808016	-3.611826	2162.000000
0.602167	0.785639	2.074212	2.689186	3.427437	3.519960	-4.078384	-3.463371	-4.413790	-4.174854	-3.002886	-3.800467	2163.000000
												2164.000000
												2165.000000
-2.836149	-2.355505											2166.000000
												2167.000000
												2168.000000
												2169.000000
												2170.000000
												2171.000000
												2172.000000
												2173.000000
												2174.000000
												2175.000000
												2176.000000
												2177.000000
												2178.000000
			-0.196092	0.573232								2179.000000
												2180.000000
												2181.000000
												2182.000000
												2183.000000
												2184.000000
				0.426820								2185.000000
		-0.496369		-0.360401								2186.000000
				-0.038768								2187.000000
	-0.010238			1.159999	0.301480							2188.000000
		0.316650	0.462894		0.532705							2189.000000
-0.339630				0.788592	0.622947							2190.000000
			0.790657	1.013538	1.238346							2191.000000
-0.143318		1.992527										2192.000000
0.926714	0.947595	2.290402		3.629129	3.819575							2193.000000
1.641566	1.558661	2.544353	3.005430	3.660894	3.875079	-2.923122						2194.000000
1.304606	1.760371	2.320852	2.469409									2195.000000
-0.077029		1.357053	2.073620	2.897979	3.180938							2196.000000
	0.592594	2.174093	3.035649	3.341857	3.404213							2197.000000
0.578730	1.075012	2.253350	2.755005	3.539134	3.369971							2198.000000
1.552109			3.016749	3.558672	3.875079							2199.000000
1.414980	1.575496	2.673441		3.904848	3.751603		-2.178535			-5.437612	-4.903324	2200.000000
1.821800	2.005400	2.561044	3.001745	3.640274	3.875079	-6.358376	-6.350546	-7.212948	-7.508765	-7.342327	-8.999620	2201.000000
		2.231853	2.863053	3.320305	3.515397							2202.000000
1.507795	1.691987	2.520049	3.067022	3.609288	3.739348	-4.264523	-3.983887	-5.668883	-6.481177	-5.668883	-5.143501	2203.000000
		1.763693		2.084331	3.211478							2204.000000
0.591885	0.711023	1.868571	2.063953	3.258283	3.190970	-3.239428		-4.287383	-4.814727	-3.712430	-3.755582	2205.000000
0.834540	0.984349	2.445057	2.985531	3.171457	3.676160	-3.829695	-3.255433	-3.811258	-4.473007		-3.350609	2206.000000
		2.283237	2.837016		3.581738							2207.000000
0.144340		1.664086	2.205322	2.791652	3.053245	-4.268321						2208.000000
0.323466	0.104675	1.651208		3.064406	3.033736							2209.000000
0.325484	0.592289	1.856061	2.754801	3.210700	3.116865					-6.122600		2210.000000
0.633752	0.734608	1.996813	2.907819	3.256366	3.388914	-3.883506	-4.139509	-2.387269	-3.782215		-3.151231	2211.000000
-0.437697	-0.394759	1.062169	1.748115	2.678826	2.765578	-1.850989	-2.571905	-2.330416	-3.283207	-5.190194	-5.053985	2212.000000
-0.241820		1.263061	2.087676	2.819608	2.958610			-3.741830	-5.262575	-3.178884	-4.331063	2213.000000
-0.069139		1.579062	2.216735	3.010211	3.133468	-3.830783		-3.693686	-3.368172	-4.994728	-5.338654	2214.000000
0.490283	0.696959	2.155193	2.793436	3.463788	3.473813	-2.904113	-3.564794	-4.856355	-5.449032	-3.046511	-4.559969	2215.000000
-0.280517	-0.248954	1.477507	2.201143	2.836432	3.046050	-3.077362	-3.236769	-3.429077	-5.040711	-5.067320	-5.039056	2216.000000
0.586690	0.841441	2.122928	2.741887	3.558762	3.551737	-3.499047	-4.067730	-4.435183	-4.458088	-3.590717	-4.686001	2217.000000
-1.163690	-1.228880	0.094139	1.299752	1.855243	2.082942	-2.466216	-2.194541	-2.962326	-4.278472	-4.605164	-4.749646	2218.000000
0.644094	0.794369	2.259194	2.907395	3.546179	3.686180	-3.474893	-3.028322	-3.805857	-3.936081	-3.431919	-4.225573	2219.000000
-1.043445	-0.858112	0.453740	1.582848	2.231386	2.429912	-2.481859	-2.826230	-3.367245	-3.961023	-4.923917	-4.972008	2220.000000
-0.437590	-0.614937	1.208910	2.043090	2.664035	2.888650	-3.378389	-2.785789	-3.822089	-6.725800	-5.413024	-4.696266	2221.000000
-0.272675	-0.333904	1.415748	2.085026	2.903730	3.033043	-2.993913	-2.631619	-3.863621	-6.041852	-4.441901	-4.922328	2222.000000
0.025502	0.010981	1.774971	2.465992	3.136454	3.199867	-2.843958	-3.110242	-3.948525	-5.418679	-5.993083	-5.530262	2223.000000
-2.112436	-2.172697	-0.878745	0.486635	1.251222	1.485006	-2.507202	-2.481177	-3.053153	-3.567773	-5.200673	-3.789717	2224.000000
-1.339930	-1.436354	-0.055617	1.009000	1.910377	1.916541	-2.469610	-2.386609	-3.037402	-4.296322	-5.024204	-5.019271	2225.000000
-1.466642	-1.599993	-0.168789	1.301635	1.916396	2.135680	-2.411127	-2.211878	-2.746654	-2.347289	-6.435183	-3.524383	2226.000000
-0.648480	-0.437910	1.028483	1.910118	2.422399	2.643759	-2.832384	-2.669214	-3.798314	-5.275116	-4.090267	-5.346005	2227.000000
-1.775700	-1.645056	-0.220755		1.776363	1.883346	-2.342087	-1.733399	-2.807847		-3.971289	-4.481177	2228.000000
-0.520889	-0.414436	1.133149	1.801075	2.666603	2.733400	-2.509956	-3.230574	-3.441414	-4.030165	-5.202424	-5.587714	2229.000000
